"No.","Time","Source","Destination","Protocol","Length","Info"
"506","128.629030","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"507","128.661662","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"508","128.661728","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"509","128.661817","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"510","128.661854","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"511","128.725357","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"512","128.725423","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"513","128.725437","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"514","128.725451","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"515","128.762906","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"516","128.772016","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"517","128.772206","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"518","128.772320","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"519","128.827323","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"520","128.827394","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"521","128.827419","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"522","128.827517","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"523","129.743375","192.168.1.117","192.168.1.255","UDP","309","44435  >  20002 Len=267"
"524","129.814648","192.168.1.217","8.8.4.4","QUIC","252","Protected Payload (KP0), DCID=b79ee3160739adf4"
"525","129.835671","8.8.4.4","192.168.1.217","QUIC","69","Protected Payload (KP0)"
"526","129.861813","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=b79ee3160739adf4"
"527","129.861952","8.8.4.4","192.168.1.217","QUIC","620","Protected Payload (KP0)"
"528","129.861977","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"529","129.868838","192.168.1.217","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=b79ee3160739adf4"
"530","129.869914","192.168.1.217","142.250.180.138","QUIC","1292","Initial, DCID=f93490ed73fe5546, PKN: 1, PADDING, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING"
"531","129.893061","142.250.180.138","192.168.1.217","QUIC","1292","Initial, SCID=f93490ed73fe5546, PKN: 1, ACK, CRYPTO, PADDING"
"532","129.894667","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=b79ee3160739adf4"
"533","129.894827","192.168.1.217","142.250.180.138","QUIC","1292","Initial, DCID=f93490ed73fe5546, PKN: 2, ACK, PADDING"
"534","129.908660","142.250.180.138","192.168.1.217","QUIC","1292","Handshake, SCID=f93490ed73fe5546"
"535","129.909032","142.250.180.138","192.168.1.217","QUIC","1292","Handshake, SCID=f93490ed73fe5546"
"536","129.909329","192.168.1.217","142.250.180.138","QUIC","83","Handshake, DCID=f93490ed73fe5546"
"537","129.914980","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"538","129.917130","142.250.180.138","192.168.1.217","QUIC","1292","Handshake, SCID=f93490ed73fe5546"
"539","129.917281","142.250.180.138","192.168.1.217","QUIC","704","Protected Payload (KP0)"
"540","129.919041","192.168.1.217","142.250.180.138","QUIC","204","Protected Payload (KP0), DCID=f93490ed73fe5546"
"541","129.919505","192.168.1.217","142.250.180.138","QUIC","461","Protected Payload (KP0), DCID=f93490ed73fe5546"
"542","129.941125","142.250.180.138","192.168.1.217","QUIC","909","Protected Payload (KP0)"
"543","129.941241","142.250.180.138","192.168.1.217","QUIC","163","Protected Payload (KP0)"
"544","129.941285","142.250.180.138","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"545","129.941769","192.168.1.217","142.250.180.138","QUIC","75","Protected Payload (KP0), DCID=f93490ed73fe5546"
"546","129.942067","142.250.180.138","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"547","129.969220","192.168.1.217","142.250.180.138","QUIC","75","Protected Payload (KP0), DCID=f93490ed73fe5546"
"548","130.052798","142.250.180.138","192.168.1.217","QUIC","427","Protected Payload (KP0)"
"549","130.053108","192.168.1.217","142.250.180.138","QUIC","77","Protected Payload (KP0), DCID=f93490ed73fe5546"
"550","130.054136","192.168.1.217","142.250.180.138","QUIC","1292","Initial, DCID=3bc2c72d296a8fc8, PKN: 1, CRYPTO, PADDING, CRYPTO, PADDING"
"551","130.054351","192.168.1.217","142.250.180.138","QUIC","115","0-RTT, DCID=3bc2c72d296a8fc8"
"552","130.056807","142.250.180.138","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"553","130.083218","192.168.1.217","142.250.180.138","QUIC","75","Protected Payload (KP0), DCID=f93490ed73fe5546"
"554","130.094403","142.250.180.138","192.168.1.217","QUIC","1292","Protected Payload (KP0)"
"555","130.094713","192.168.1.217","142.250.180.138","QUIC","120","Handshake, DCID=3bc2c72d296a8fc8"
"556","130.094767","142.250.180.138","192.168.1.217","QUIC","824","Protected Payload (KP0)"
"557","130.094788","142.250.180.138","192.168.1.217","QUIC","150","Protected Payload (KP0)"
"558","130.094926","192.168.1.217","142.250.180.138","QUIC","1288","Protected Payload (KP0), DCID=3bc2c72d296a8fc8"
"559","130.094955","192.168.1.217","142.250.180.138","QUIC","831","Protected Payload (KP0), DCID=3bc2c72d296a8fc8"
"560","130.095021","192.168.1.217","142.250.180.138","QUIC","76","Protected Payload (KP0), DCID=3bc2c72d296a8fc8"
"561","130.099408","142.250.180.138","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"562","130.102970","142.250.180.138","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"563","130.114375","142.250.180.138","192.168.1.217","QUIC","71","Protected Payload (KP0)"
"564","130.114621","192.168.1.217","142.250.180.138","QUIC","75","Protected Payload (KP0), DCID=3bc2c72d296a8fc8"
"565","130.115901","142.250.180.138","192.168.1.217","QUIC","162","Protected Payload (KP0)"
"566","130.116080","192.168.1.217","142.250.180.138","QUIC","76","Protected Payload (KP0), DCID=3bc2c72d296a8fc8"
"567","130.116295","142.250.180.138","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"568","130.116511","192.168.1.217","142.250.180.138","QUIC","75","Protected Payload (KP0), DCID=3bc2c72d296a8fc8"
"569","130.289212","142.250.180.138","192.168.1.217","QUIC","937","Protected Payload (KP0)"
"570","130.289944","192.168.1.217","142.250.180.138","QUIC","77","Protected Payload (KP0), DCID=3bc2c72d296a8fc8"
"571","130.292090","142.250.180.138","192.168.1.217","QUIC","312","Protected Payload (KP0)"
"572","130.318546","192.168.1.217","142.250.180.138","QUIC","75","Protected Payload (KP0), DCID=3bc2c72d296a8fc8"
"573","130.334215","142.250.180.138","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"574","131.275812","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"575","131.587555","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.217? Tell 192.168.1.1"
"576","131.587589","TendaTec_c1:6e:59","Technico_1d:aa:fb","ARP","42","192.168.1.217 is at c8:3a:35:c1:6e:59"
"577","132.099729","192.168.1.233","192.168.1.255","UDP","77","37875  >  15600 Len=35"
"578","136.605317","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.117? Tell 192.168.1.1"
"579","138.039592","192.168.1.233","192.168.1.255","UDP","77","54446  >  15600 Len=35"
"580","138.779372","192.168.1.117","192.168.1.255","UDP","309","40474  >  20002 Len=267"
"581","139.374366","192.168.1.217","192.0.78.12","TCP","55","[TCP Keep-Alive] 61318  >  443 [ACK] Seq=3825 Ack=1489 Win=132096 Len=1"
"582","139.394069","192.0.78.12","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61318 [ACK] Seq=1489 Ack=3826 Win=39424 Len=0 SLE=3825 SRE=3826"
"583","139.575114","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.119? Tell 192.168.1.1"
"584","140.809504","192.168.1.217","142.251.209.14","QUIC","632","Protected Payload (KP0), DCID=97b5fc89cf364681"
"585","140.831825","142.251.209.14","192.168.1.217","QUIC","69","Protected Payload (KP0)"
"586","140.852963","142.251.209.14","192.168.1.217","QUIC","713","Protected Payload (KP0)"
"587","140.853124","142.251.209.14","192.168.1.217","QUIC","140","Protected Payload (KP0)"
"588","140.853558","192.168.1.217","142.251.209.14","QUIC","77","Protected Payload (KP0), DCID=97b5fc89cf364681"
"589","140.879417","192.168.1.217","142.251.209.14","QUIC","75","Protected Payload (KP0), DCID=97b5fc89cf364681"
"590","140.900171","142.251.209.14","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"591","142.916923","XiaomiCo_55:a0:2c","Broadcast","ARP","42","ARP Announcement for 192.168.1.183"
"592","144.013978","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"593","144.080817","192.168.1.233","192.168.1.255","UDP","77","53642  >  15600 Len=35"
"594","144.592736","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.197? Tell 192.168.1.1"
"595","145.514321","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.183? Tell 192.168.1.1"
"596","145.616716","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.184? Tell 192.168.1.1"
"597","145.617740","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"598","147.815170","192.168.1.117","192.168.1.255","UDP","309","48652  >  20002 Len=267"
"599","148.791162","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.217? Tell 192.168.1.1"
"600","148.791177","TendaTec_c1:6e:59","Technico_1d:aa:fb","ARP","42","192.168.1.217 is at c8:3a:35:c1:6e:59"
"601","150.020576","192.168.1.233","192.168.1.255","UDP","77","52488  >  15600 Len=35"
"602","152.042303","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"603","152.042607","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"604","152.067585","192.0.78.22","192.168.1.217","TCP","60","443  >  61079 [ACK] Seq=145 Ack=169 Win=65 Len=0"
"605","152.248980","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"606","152.249286","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"607","152.270820","192.0.78.22","192.168.1.217","TCP","60","443  >  61080 [ACK] Seq=145 Ack=169 Win=65 Len=0"
"608","152.469078","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"609","152.469542","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"610","152.496303","192.0.78.22","192.168.1.217","TCP","60","443  >  61082 [ACK] Seq=145 Ack=169 Win=65 Len=0"
"611","152.670895","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"612","152.671247","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"613","152.693315","192.0.78.22","192.168.1.217","TCP","60","443  >  61083 [ACK] Seq=145 Ack=169 Win=71 Len=0"
"614","153.809295","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.117? Tell 192.168.1.1"
"615","153.821484","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"616","153.821715","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"617","153.821835","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"618","153.821939","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"619","153.882063","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"620","153.882450","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"621","153.882639","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"622","153.882758","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"623","153.921410","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"624","153.921599","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"625","153.933753","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"626","153.933942","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"627","153.986055","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"628","153.986318","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"629","153.986445","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"630","153.986551","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"631","154.031851","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"632","154.032307","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"633","154.032446","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"634","154.032525","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"635","156.062355","192.168.1.233","192.168.1.255","UDP","77","52117  >  15600 Len=35"
"636","156.778697","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.119? Tell 192.168.1.1"
"637","156.819689","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"638","156.851355","192.168.1.117","192.168.1.255","UDP","309","39824  >  20002 Len=267"
"639","157.101363","192.168.1.217","20.54.36.229","TLSv1.2","97","Application Data"
"640","157.156378","20.54.36.229","192.168.1.217","TLSv1.2","228","Application Data"
"641","157.209223","192.168.1.217","20.54.36.229","TCP","54","61025  >  443 [ACK] Seq=173 Ack=697 Win=514 Len=0"
"642","159.423683","204.79.197.239","192.168.1.217","TCP","60","443  >  61316 [RST, ACK] Seq=7509 Ack=6559 Win=0 Len=0"
"643","159.779037","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61307  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1"
"644","159.798258","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61307 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"645","160.579495","192.168.1.217","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"646","160.631889","192.168.1.217","144.76.59.84","ICMP","42","Echo (ping) request  id=0x040e, seq=23304/2139, ttl=6 (no response found!)"
"647","160.654011","172.19.177.8","192.168.1.217","ICMP","110","Time-to-live exceeded (Time to live exceeded in transit)"
"648","160.671165","192.168.1.233","192.168.1.217","UDP","456","48597  >  55533 Len=414"
"649","161.355986","192.168.1.217","20.54.232.160","TCP","66","61319  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"650","161.394102","20.54.232.160","192.168.1.217","TCP","66","443  >  61319 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"651","161.394166","192.168.1.217","20.54.232.160","TCP","54","61319  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"652","161.394427","192.168.1.217","20.54.232.160","TLSv1.2","273","Client Hello"
"653","161.433641","20.54.232.160","192.168.1.217","TCP","1506","443  >  61319 [ACK] Seq=1 Ack=220 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"654","161.433974","20.54.232.160","192.168.1.217","TCP","1506","443  >  61319 [ACK] Seq=1453 Ack=220 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"655","161.433996","192.168.1.217","20.54.232.160","TCP","54","61319  >  443 [ACK] Seq=220 Ack=2905 Win=132352 Len=0"
"656","161.434429","20.54.232.160","192.168.1.217","TCP","1506","443  >  61319 [ACK] Seq=2905 Ack=220 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"657","161.434642","20.54.232.160","192.168.1.217","TCP","1506","443  >  61319 [ACK] Seq=4357 Ack=220 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"658","161.434650","192.168.1.217","20.54.232.160","TCP","54","61319  >  443 [ACK] Seq=220 Ack=5809 Win=132352 Len=0"
"659","161.434670","20.54.232.160","192.168.1.217","TLSv1.2","436","Server Hello, Certificate, Certificate Status, Server Key Exchange, Certificate Request, Server Hello Done"
"660","161.437360","192.168.1.217","20.54.232.160","TLSv1.2","219","Certificate, Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"661","161.475533","20.54.232.160","192.168.1.217","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"662","161.476753","192.168.1.217","20.54.232.160","TCP","1494","61319  >  443 [ACK] Seq=385 Ack=6242 Win=131840 Len=1440 [TCP segment of a reassembled PDU]"
"663","161.476753","192.168.1.217","20.54.232.160","TLSv1.2","258","Application Data"
"664","161.476925","192.168.1.217","20.54.232.160","TCP","1494","61319  >  443 [ACK] Seq=2029 Ack=6242 Win=131840 Len=1440 [TCP segment of a reassembled PDU]"
"665","161.476925","192.168.1.217","20.54.232.160","TLSv1.2","229","Application Data"
"666","161.514617","20.54.232.160","192.168.1.217","TCP","60","443  >  61319 [ACK] Seq=6242 Ack=2029 Win=525568 Len=0"
"667","161.515646","20.54.232.160","192.168.1.217","TCP","60","443  >  61319 [ACK] Seq=6242 Ack=3644 Win=525568 Len=0"
"668","161.562897","20.54.232.160","192.168.1.217","TCP","1506","443  >  61319 [ACK] Seq=6242 Ack=3644 Win=525568 Len=1452 [TCP segment of a reassembled PDU]"
"669","161.562964","20.54.232.160","192.168.1.217","TLSv1.2","795","Application Data"
"670","161.562983","192.168.1.217","20.54.232.160","TCP","54","61319  >  443 [ACK] Seq=3644 Ack=8435 Win=132352 Len=0"
"671","161.565656","192.168.1.217","20.54.232.160","TCP","1494","61319  >  443 [ACK] Seq=3644 Ack=8435 Win=132352 Len=1440 [TCP segment of a reassembled PDU]"
"672","161.565656","192.168.1.217","20.54.232.160","TLSv1.2","245","Application Data"
"673","161.587160","192.168.1.217","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"674","161.604040","20.54.232.160","192.168.1.217","TCP","60","443  >  61319 [ACK] Seq=8435 Ack=5275 Win=525568 Len=0"
"675","161.684864","20.54.232.160","192.168.1.217","TLSv1.2","544","Application Data"
"676","161.694424","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.197? Tell 192.168.1.1"
"677","161.698386","192.168.1.233","192.168.1.217","UDP","456","37745  >  55533 Len=414"
"678","161.726551","192.168.1.217","20.54.232.160","TCP","54","61319  >  443 [ACK] Seq=5275 Ack=8925 Win=131840 Len=0"
"679","162.103762","192.168.1.233","192.168.1.255","UDP","77","60911  >  15600 Len=35"
"680","162.597626","192.168.1.217","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"681","162.619625","192.168.1.233","192.168.1.217","UDP","456","48297  >  55533 Len=414"
"682","162.717867","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.183? Tell 192.168.1.1"
"683","162.719064","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.184? Tell 192.168.1.1"
"684","162.720065","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"685","163.607662","192.168.1.217","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"686","163.643709","192.168.1.233","192.168.1.217","UDP","456","42894  >  55533 Len=414"
"687","165.687968","SamsungE_53:73:14","TendaTec_c1:6e:59","ARP","60","Who has 192.168.1.217? Tell 192.168.1.233"
"688","165.687982","TendaTec_c1:6e:59","SamsungE_53:73:14","ARP","42","192.168.1.217 is at c8:3a:35:c1:6e:59"
"689","165.887431","192.168.1.117","192.168.1.255","UDP","309","41234  >  20002 Len=267"
"690","165.995699","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.217? Tell 192.168.1.1"
"691","165.995717","TendaTec_c1:6e:59","Technico_1d:aa:fb","ARP","42","192.168.1.217 is at c8:3a:35:c1:6e:59"
"692","168.043525","192.168.1.233","192.168.1.255","UDP","77","39893  >  15600 Len=35"
"693","169.318724","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61305  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"694","169.334415","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61306  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"695","169.337977","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61305 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2"
"696","169.355181","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61306 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2"
"697","169.371691","192.0.78.12","192.168.1.217","TLSv1.3","93","Application Data"
"698","169.371765","192.0.78.12","192.168.1.217","TLSv1.3","78","Application Data"
"699","169.371777","192.168.1.217","192.0.78.12","TCP","54","61318  >  443 [ACK] Seq=3826 Ack=1552 Win=131840 Len=0"
"700","169.371961","192.168.1.217","192.0.78.12","TCP","54","61318  >  443 [FIN, ACK] Seq=3826 Ack=1552 Win=131840 Len=0"
"701","169.372005","192.0.78.12","192.168.1.217","TCP","60","443  >  61318 [FIN, ACK] Seq=1552 Ack=3826 Win=39424 Len=0"
"702","169.372023","192.168.1.217","192.0.78.12","TCP","54","61318  >  443 [ACK] Seq=3827 Ack=1553 Win=131840 Len=0"
"703","169.392050","192.0.78.12","192.168.1.217","TCP","60","[TCP Dup ACK 372#1] 443  >  61318 [ACK] Seq=1553 Ack=3826 Win=39424 Len=0"
"704","169.405437","fe80::2574:72d7:863d:3b1f","fe80::d635:1dff:fe1d:aafb","DNS","105","Standard query 0x6117 A vortex.data.microsoft.com"
"705","169.418058","fe80::d635:1dff:fe1d:aafb","fe80::2574:72d7:863d:3b1f","DNS","228","Standard query response 0x6117 A vortex.data.microsoft.com CNAME asimov.vortex.data.trafficmanager.net CNAME onedscolprdcus12.centralus.cloudapp.azure.com A 13.89.179.10"
"706","169.418710","192.168.1.217","13.89.179.10","TCP","66","61320  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"707","169.558295","13.89.179.10","192.168.1.217","TCP","66","443  >  61320 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"708","169.558355","192.168.1.217","13.89.179.10","TCP","54","61320  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"709","169.558723","192.168.1.217","13.89.179.10","TLSv1.2","273","Client Hello"
"710","169.645559","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"711","169.676275","192.168.1.217","192.0.78.12","TCP","54","[TCP Retransmission] 61318  >  443 [FIN, ACK] Seq=3826 Ack=1553 Win=131840 Len=0"
"712","169.695355","192.0.78.12","192.168.1.217","TCP","60","443  >  61318 [ACK] Seq=1553 Ack=3827 Win=39424 Len=0"
"713","169.715523","13.89.179.10","192.168.1.217","TCP","1506","443  >  61320 [ACK] Seq=1 Ack=220 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"714","169.715696","13.89.179.10","192.168.1.217","TCP","1506","443  >  61320 [ACK] Seq=1453 Ack=220 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"715","169.715728","192.168.1.217","13.89.179.10","TCP","54","61320  >  443 [ACK] Seq=220 Ack=2905 Win=132352 Len=0"
"716","169.715870","13.89.179.10","192.168.1.217","TCP","1506","443  >  61320 [ACK] Seq=2905 Ack=220 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"717","169.715917","13.89.179.10","192.168.1.217","TLSv1.2","201","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"718","169.715951","192.168.1.217","13.89.179.10","TCP","54","61320  >  443 [ACK] Seq=220 Ack=4504 Win=132352 Len=0"
"719","169.724046","192.168.1.217","13.89.179.10","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"720","169.864705","13.89.179.10","192.168.1.217","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"721","169.865836","192.168.1.217","13.89.179.10","TLSv1.2","278","Application Data"
"722","170.058377","13.89.179.10","192.168.1.217","TCP","60","443  >  61320 [ACK] Seq=4555 Ack=602 Win=524800 Len=0"
"723","170.198397","13.89.179.10","192.168.1.217","TLSv1.2","108","Application Data"
"724","170.198626","192.168.1.217","13.89.179.10","TCP","1494","61320  >  443 [ACK] Seq=602 Ack=4609 Win=132352 Len=1440 [TCP segment of a reassembled PDU]"
"725","170.198626","192.168.1.217","13.89.179.10","TCP","1494","61320  >  443 [ACK] Seq=2042 Ack=4609 Win=132352 Len=1440 [TCP segment of a reassembled PDU]"
"726","170.198626","192.168.1.217","13.89.179.10","TLSv1.2","535","Application Data"
"727","170.339844","13.89.179.10","192.168.1.217","TCP","60","443  >  61320 [ACK] Seq=4609 Ack=3963 Win=525568 Len=0"
"728","170.940173","13.89.179.10","192.168.1.217","TLSv1.2","471","Application Data"
"729","170.993066","192.168.1.217","13.89.179.10","TCP","54","61320  >  443 [ACK] Seq=3963 Ack=5026 Win=131840 Len=0"
"730","171.012496","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.117? Tell 192.168.1.1"
"731","174.085096","192.168.1.233","192.168.1.255","UDP","77","33651  >  15600 Len=35"
"732","174.357020","fe80::2574:72d7:863d:3b1f","fe80::d635:1dff:fe1d:aafb","ICMPv6","86","Neighbor Solicitation for fe80::d635:1dff:fe1d:aafb from c8:3a:35:c1:6e:59"
"733","174.359468","fe80::d635:1dff:fe1d:aafb","fe80::2574:72d7:863d:3b1f","ICMPv6","78","Neighbor Advertisement fe80::d635:1dff:fe1d:aafb (rtr, sol)"
"734","174.423340","fe80::d635:1dff:fe1d:aafb","fe80::2574:72d7:863d:3b1f","ICMPv6","86","Neighbor Solicitation for fe80::2574:72d7:863d:3b1f from d4:35:1d:1d:aa:fb"
"735","174.423429","fe80::2574:72d7:863d:3b1f","fe80::d635:1dff:fe1d:aafb","ICMPv6","86","Neighbor Advertisement fe80::2574:72d7:863d:3b1f (sol, ovr) is at c8:3a:35:c1:6e:59"
"736","174.924795","192.168.1.117","192.168.1.255","UDP","309","33793  >  20002 Len=267"
"737","179.042557","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"738","179.043010","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"739","179.066393","192.0.78.22","192.168.1.217","TCP","60","443  >  61079 [ACK] Seq=169 Ack=197 Win=65 Len=0"
"740","179.257232","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"741","179.257696","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"742","179.282485","192.0.78.22","192.168.1.217","TCP","60","443  >  61080 [ACK] Seq=169 Ack=197 Win=65 Len=0"
"743","179.469398","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"744","179.469794","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"745","179.493797","192.0.78.22","192.168.1.217","TCP","60","443  >  61082 [ACK] Seq=169 Ack=197 Win=65 Len=0"
"746","179.671254","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"747","179.671667","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
